"","exascalar","green500rank","top500rank","rmax","power","mflopswatt","name"
"199","-4.512",464,199,200996,1944,103.3930041,"Cluster Platform DL380e Gen8, Xeon E5-2430L 8C 2.000GHz, Gigabit Ethernet"
"200","-4.493",446,200,199824,1802.4,110.8655126,"Cluster Platform DL360e Gen8, Xeon E5-2450 8C 2.100GHz, Gigabit Ethernet"
"201","-4.512",460,201,197937,1882.8,105.1290631,"Cluster Platform DL380p Gen8 , Xeon E5-2650 8C 2.000GHz, Gigabit Ethernet"
"202","-4.235",257,202,197801,763.2,259.173218,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"203","-4.465",436,203,197732.7,1611.9,122.6705751,"Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet"
"204","-3.854",97,204,196234,217.2,903.4714549,"Inspur TS10000, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, K20M/Xeon Phi 5110P"
"205","-4.428",404,205,194669.8,1387.2,140.3329008,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"206","-4.243",256,206,192522,741.6,259.6035599,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet"
"207","-4.243",255,207,192302,740.7,259.6219792,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet"
"208","-3.927",154,208,192100,264.32,726.7705811,"Cray XC30, Intel Xeon E5-2692v2 10C 3.000GHz, Aries interconnect "
"209","-3.903",133,209,191938,243.69,787.6318273,"xSeries x3750 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband FDR"
"210","-3.792",53,210,191500,169,1133.136095,"NEC LX-2400, Intel Xeon E5-2660v2 10C 2.200GHz, Infiniband QDR"
"211","-4.281",316,211,191400,831,230.3249097,"BX900 Xeon X5570 2.93GHz , Infiniband QDR"
"212","-3.955",161,212,190953,285.38,669.1183685,"x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"213","-4.254",263,213,190947,756,252.5753968,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"214","-4.129",207,214,190900,504,378.7698413,"Blue Gene/P Solution"
"215","-4.302",330,215,189651,872.1,217.4647403,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet"
"216","-3.579",16,216,188967,82.19,2299.148315,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom"
"217","-3.579",13,217,188967,82.19,2299.148315,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect"
"218","-3.657",43,218,188967,106,1782.707547,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect"
"219","-3.579",15,219,188967,82.19,2299.148315,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect"
"220","-3.579",12,220,188967,82.19,2299.148315,"BlueGene/Q, Power BQC 16C 1.60 GHz, Custom"
"221","-3.579",14,221,188967,82.19,2299.148315,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect"
"222","-3.579",17,222,188967,82.19,2299.148315,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom"
"223","-4.303",329,223,188738,867.6,217.5403412,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet"
"224","-4.246",250,224,188725,720,262.1180556,"Clustervision CV-AIRE5, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"225","-3.975",173,225,188700,297.63,634.0086685,"Z24XX/SL390s Cluster, Xeon E5530/E5645 6C 2.40GHz, Infiniband QDR, NVIDIA 2090/2070"
"226","-3.866",76,226,187373,205.72,910.8156718,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"227","-3.929",141,227,186900,252,741.6666667,"Cluster Platform 3000 SL6500, Xeon E5 (Sandy Bridge - EP) 8C 2.60GHz, FDR Infiniband"
"228","-4.521",453,228,186888,1726.8,108.2279361,"Cluster Platform DL360e Gen8, Xeon E5-2450 8C 2.100GHz, Gigabit Ethernet"
"229","-4.252",254,229,186782,718.2,260.0696185,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"230","-4.253",252,230,186118,715.5,260.1229909,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"231","-4.542",467,231,186111,1836,101.3676471,"Cluster Platform DL380p Gen8 , Xeon E5-2650 8C 2.000GHz, Gigabit Ethernet"
"232","-4.111",201,232,184809,445.2,415.1145553,"Cray CS300-AC, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"233","-4.111",202,233,184809,445.2,415.1145553,"Cray CS300-AC, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"234","-4.357",362,234,183379,975,188.0810256,"Dell PowerEdge C6220, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"235","-4.446",403,235,182746,1296,141.007716,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"236","-4.344",344,236,182484,927,196.8543689,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2650 8C 2.000GHz, 10G Ethernet"
"237","-4.374",380,237,180600,1000,180.6,"Dawning 5000A, QC Opteron 1.9 Ghz, Infiniband, Windows HPC 2008"
"238","-4.617",475,238,179634.4,2182.18,82.31878214,"Cluster Platform 3000 BL2x220, L54xx 2.5 Ghz, Infiniband"
"239","-4.091",194,239,178625,390.07,457.9306278,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect"
"240","-3.925",134,240,178600,227,786.784141,"MEGWARE MiriQuid, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"241","-3.893",103,241,178148,203.52,875.3341195,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"242","-3.893",104,242,178148,203.52,875.3341195,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"243","-4.135",205,243,177100,442,400.678733,"Acer AR585 F1 Cluster, Opteron 12C 2.2GHz, QDR infiniband"
"244","-4.543",457,244,176753.8,1661.4,106.3884676,"Cluster Platform DL380p Gen8 , Xeon E5-2620 6C 2.000GHz, Gigabit Ethernet"
"245","-4.456",401,245,176420,1248,141.3621795,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"246","-4.456",402,246,176420,1248,141.3621795,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"247","-3.858",62,247,176347.33,177.84,991.6066689,"BladeCenter HS23 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband QDR"
"248","-4.259",234,248,176110,655.2,268.7881563,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, 10G Ethernet"
"249","-4.259",235,249,176110,655.2,268.7881563,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, 10G Ethernet"
"250","-4.372",361,250,173960,922.05,188.6665582,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"251","-4.545",452,251,172862,1597.2,108.2281493,"Cluster Platform DL360e Gen8, Xeon E5-2450 8C 2.100GHz, Gigabit Ethernet"
"252","-4.275",251,252,172448,660.15,261.2254791,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"253","-4.550",456,253,172029.2,1612.8,106.6649306,"Cluster Platform DL360p Gen8, Xeon E5-2620 6C 2.000GHz, Gigabit Ethernet"
"254","-4.504",434,254,171966,1385.1,124.1542127,"Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet"
"255","-4.377",355,255,170698,903.6,188.9088092,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet"
"256","-4.377",356,256,170698,903.6,188.9088092,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet"
"257","-4.209",219,257,168800,510,330.9803922,"iDataPlex, Xeon X56xx 6C 2.93 GHz, Infiniband"
"258","-4.402",384,258,168600,956.07,176.3469202,"BladeCenter HS22 Cluster (WM), Xeon E5649 6C 2.530GHz, Gigabit Ethernet"
"259","-4.284",253,259,168091,646.2,260.1222532,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"260","-3.608",10,260,167500,71.014,2358.689836,"Nitro G16 3GPU, Xeon E5-2650 8C 2.000GHz, Infiniband FDR, Nvidia K20m"
"261","-4.667",480,261,167126,2222.4,75.20068395,"Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet"
"262","-4.559",455,262,166836.5,1559.7,106.9670449,"Cluster Platform DL360p Gen8, Xeon E5-2620 6C 2.000GHz, Gigabit Ethernet"
"263","-4.309",279,263,166700,688.94,241.9659187,"Dell Xanadu 3 Cluster, Xeon X5660 2.8 Ghz, QLogic InfiniBand QDR"
"264","-4.035",179,264,166700,282.43,590.2347484,"PRIMEHPC FX10, SPARC64 IXfx 16C 1.848GHz, Tofu interconnect"
"265","-4.325",315,265,165708.2,717.525,230.9441483,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2630 6C 2.300GHz, 10G Ethernet"
"266","-4.910",500,266,165600,4812.42,34.41096164,"Cray XT5 QC 2.4 GHz"
"267","-4.319",282,267,163900,690,237.5362319,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"268","-4.478",400,268,163667.3,1152,142.072309,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"269","-4.346",327,269,162344,738.9,219.7103803,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet"
"270","-4.325",297,270,162288.77,689.4,235.4058167,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"271","-4.221",218,271,162098,489.75,330.9811128,"iDataPlex DX360M3, Xeon X5670 6C 2.93 GHz, Infiniband QDR"
"272","-4.340",319,272,161800,719,225.0347705,"SGI ICE 8400EX Xeon X5570 4-core 2.93 GHz, Infiniband"
"273","-4.394",357,273,161517,855,188.9087719,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet"
"274","-4.482",399,274,161261,1134,142.2054674,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"275","-3.990",157,275,161259,228.28,706.4087962,"xSeries x3650 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband QDR"
"276","-4.295",249,276,160907.1,613.8,262.1490714,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet"
"277","-4.449",390,277,160882.8,1014.3,158.6146111,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, Gigabit Ethernet"
"278","-4.308",269,278,160816,639.225,251.5796472,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2640 6C 2.500GHz, 10G Ethernet"
"279","-4.326",281,279,160300,673.92,237.8620608,"Itautec Cluster, Xeon E5-2643 4C 3.300GHz, Infiniband FDR, NVIDIA 2075"
"280","-4.369",336,280,160200,774,206.9767442,"SGI ICE 8200 Enh. LX, Xeon X5560 2.8Ghz"
"281","-4.119",186,281,160100,342.3,467.7183757,"Cray XE6m-200, Opteron 6276 16C 2.300GHz, Cray Gemini interconnect"
"282","-4.778",491,282,159308,2899,54.95274232,"Cluster Platform SL335s Gen7, Opteron 4171 6C 2.100GHz, 10G Ethernet"
"283","-3.909",69,283,158696,170.16,932.6281147,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"284","-4.780",493,284,158253,2880,54.94895833,"Cluster Platform SL335s Gen7, Opteron 4171 6C 2.100GHz, 10G Ethernet"
"285","-4.288",231,285,157961,578.7,272.9583549,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, 10G Ethernet"
"286","-3.933",110,286,157708,181.31,869.8251613,"IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"287","-3.933",111,287,157708,181.31,869.8251613,"IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"288","-3.933",112,288,157708,181.31,869.8251613,"IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"289","-4.489",395,289,157240,1104,142.4275362,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"290","-4.489",396,290,157240,1104,142.4275362,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"291","-4.302",247,291,156853,597.6,262.4715529,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"292","-3.992",147,292,155589,213.82,727.6634552,"xSeries x3650M4 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband"
"293","-3.992",148,293,155589,213.82,727.6634552,"xSeries x3650M4 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband"
"294","-4.590",462,294,155534,1501.2,103.6064482,"Cluster Platform DL380p Gen8 , Xeon E5-2650 8C 2.000GHz, Gigabit Ethernet"
"295","-4.295",232,295,155527,573.3,271.2837956,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"296","-4.408",358,296,154716,819,188.9084249,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"297","-4.408",359,297,154716,819,188.9084249,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"298","-4.529",426,298,154346,1211.4,127.4112597,"Cluster Platform DL380p Gen8 , Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet"
"299","-3.969",132,299,154000,194.5125,791.722897,"Bullx B505, Xeon E56xx (Westmere-EP) 2.40 GHz, Infiniband QDR"
"300","-4.508",408,300,153900,1125,136.8,"Cluster Platform DL380e Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet"
"301","-4.581",451,301,153381,1417.2,108.2281964,"Cluster Platform DL360e Gen8, Xeon E5-2450 8C 2.100GHz, Gigabit Ethernet"
"302","-4.344",298,302,152912.09,649.57,235.4050988,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"303","-4.217",215,303,152900,430,355.5813953,"Megware Saxonid 6100, Opteron 8C 2.2 GHz, Infiniband QDR"
"304","-4.538",430,304,152727.4,1219.5,125.2377204,"Cluster Platform DL380p Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet"
"305","-4.588",458,305,152433,1432.8,106.388191,"Cluster Platform DL380p Gen8 , Xeon E5-2620 6C 2.000GHz, Gigabit Ethernet"
"306","-4.338",280,306,152347.9,633.6,240.4480745,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.60GHz, Infiniband FDR"
"307","-4.451",389,307,152200,912.8,166.739702,"PowerEdge C6100 Cluster, Xeon X5660 2.8 Ghz, Infiniband"
"308","-4.345",299,308,152010.48,645.74,235.4050856,"xSeries x3650M4 Cluster, Xeon E5-2680 8C 2.700GHz, Gigabit Ethernet"
"309","-4.328",276,309,151300,604.8,250.1653439,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"310","-3.907",61,310,150571.07,151.84,991.6429795,"BladeCenter HS23 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband QDR"
"311","-3.499",1,311,125100,27.780363,4503.180898,"LX 1U-4GPU/104Re-1G  Cluster, Intel Xeon E5-2620v2 6C 2.100GHz, Infiniband FDR, NVIDIA K20x"
"312","-4.545",432,312,150289,1210.5,124.1544816,"Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet"
"313","-4.370",326,313,149900,680.06,220.4217275,"PowerEdge 1950/SunFire X2200/IBM dx340/dx360/HP SL160/DL165, Xeon/Opteron 2.3-2.67GHz, Myrinet 10G"
"314","-4.589",450,314,149745,1383.6,108.2285343,"Cluster Platform DL360e Gen8, Xeon E5-2450 8C 2.100GHz, Gigabit Ethernet"
"315","-4.263",222,315,149185,475.2,313.9414983,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"316","-3.929",71,316,148778,159.53,932.6020184,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"317","-3.929",70,317,148778,159.53,932.6020184,"iDataPlex DX360M3, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"318","-4.797",490,318,148650.6,2688,55.3015625,"Cluster Platform 4000 BL685c, Opteron 6274 16C 2.200GHz, Gigabit Ethernet"
"319","-4.506",394,319,148508.5,1039.2,142.9065627,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"320","-4.320",243,320,147806.8,561.6,263.1887464,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"321","-4.354",289,321,147682.78,627.35,235.4073165,"xSeries x3550M3 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"322","-4.354",290,322,147682.78,627.35,235.4073165,"xSeries x3550M3 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"323","-4.354",291,323,147682.78,627.35,235.4073165,"xSeries x3550M3 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"324","-4.354",292,324,147682.78,627.35,235.4073165,"xSeries x3550M3 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"325","-4.054",174,325,147329,234.66,627.8402796,"Cray XC30, Xeon E5-2670 8C 2.600GHz, Aries interconnect "
"326","-4.543",422,326,146601,1141.45,128.4340094,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"327","-4.543",423,327,146601,1141.45,128.4340094,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"328","-3.616",9,328,146241,55.624,2629.09895,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband, NVIDIA K20x"
"329","-4.426",360,329,145875,772.2,188.9083139,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"330","-4.174",198,330,145600,339.15,429.3085655,"Sunway 4000H Cluster, Xeon X56xx (Westmere-EP) 2.93 GHz, Infiniband QDR"
"331","-4.432",364,331,145316,782,185.826087,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet"
"332","-4.432",365,332,145316,782,185.826087,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet"
"333","-4.359",294,333,145248,617.01,235.4062333,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"334","-4.359",295,334,145248,617.01,235.4062333,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"335","-4.359",296,335,145248,617.01,235.4062333,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"336","-3.611",7,336,144889.72,53.62,2702.15815,"iDataPlex DX360M4, Intel Xeon E5-2650v2  8C 2.600GHz, Infiniband FDR14, NVIDIA K20x"
"337","-4.362",312,337,144323,614.4,234.9007161,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"338","-4.329",248,338,143624,547.2,262.4707602,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"339","-4.364",303,339,143265,608.59,235.4047881,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"340","-4.364",304,340,143265,608.59,235.4047881,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"341","-4.364",305,341,143265,608.59,235.4047881,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"342","-4.364",306,342,143265,608.59,235.4047881,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"343","-4.364",307,343,143265,608.59,235.4047881,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"344","-4.364",308,344,143265,608.59,235.4047881,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"345","-4.364",309,345,143265,608.59,235.4047881,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"346","-4.334",258,346,143219,552.6,259.1730004,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"347","-4.436",366,347,143152,770.5,185.7910448,"xSeries x3550M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet"
"348","-4.444",376,348,142912.8,786,181.8229008,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2658v2 10C 2.400GHz, 10G Ethernet"
"349","-3.956",98,349,142700,160,891.875,"iDataPlex DX360M3, Xeon E5645 6C 2.40 GHz, Infiniband QDR, NVIDIA 2070"
"350","-4.329",238,350,141894.9,533.7,265.8701518,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet"
"351","-4.894",499,351,141415.9,3340.8,42.32995091,"Cluster Platform SL165z G7, Opteron 6172 12C 2.100GHz, Gigabit Ethernet"
"352","-4.368",285,352,141281.39,600,235.4689833,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"353","-3.953",94,353,141059,154.88,910.7631715,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"354","-3.968",116,354,141027.73,162.87,865.8913858,"xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Infiniband, NVIDIA 2090"
"355","-4.334",241,355,140874.3,534.6,263.513468,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"356","-4.735",482,356,140779.3,1969.2,71.49060532,"Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.660GHz, Gigabit Ethernet"
"357","-4.423",343,357,140533,710.4,197.8223536,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"358","-3.863",51,358,140446,114.5,1226.60262,"SGI ICE X, Intel Xeon E5-2695v2 12C 2.400GHz, Infiniband FDR"
"359","-3.955",90,359,140151,153.88,910.7811282,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband"
"360","-3.955",91,360,140151,153.88,910.7811282,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband"
"361","-3.955",92,361,140151,153.88,910.7811282,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband"
"362","-4.389",324,362,139953,631.8,221.5147198,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet"
"363","-4.051",162,363,139457,208.42,669.1152481,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband"
"364","-3.994",128,364,139255,172.77,806.0137755,"iDataPlex DX360M4, Xeon E5-2690 8C 2.900GHz, Infiniband FDR"
"365","-4.026",151,365,139243.02,191.36,727.649561,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband"
"366","-4.338",242,366,139214,528.3,263.5131554,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"367","-4.329",233,367,139027,512.48,271.2827818,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"368","-4.799",489,368,138358.5,2340,59.1275641,"Cluster Platform 4000 BL465c, Opteron 6174 12C 2.200GHz, Gigabit Ethernet"
"369","-4.553",416,369,138132.7,1047.6,131.8563383,"Cluster Platform DL388p, Xeon E5-2609  4C 2.400GHz, Gigabit Ethernet"
"370","-4.377",300,370,137314,583.31,235.4048448,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"371","-4.377",301,371,137314,583.31,235.4048448,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"372","-4.377",302,372,137314,583.31,235.4048448,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"373","-4.022",139,373,136700,182,751.0989011,"Bullx B510, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"374","-4.023",140,374,136400,182,749.4505495,"Bullx B510, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"375","-4.213",204,375,136300,337,404.4510386,"iDataPlex DX360M3, Xeon 2.66, Infiniband"
"376","-3.964",93,376,136216,149.56,910.778283,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR14"
"377","-4.380",293,377,135601.28,576.03,235.4066281,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"378","-4.072",168,378,135400,210.35,643.6890896,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"379","-4.396",320,379,135374,604.8,223.832672,"Cluster Platform SL250s Gen8, Xeon E5-2660 8C 2.200GHz, Infiniband FDR, NVIDIA 2090"
"380","-4.346",240,380,135055,511.2,264.192097,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"381","-4.401",323,381,134438,605.7,221.9547631,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet"
"382","-4.749",483,382,134280.8,1878.3,71.49060321,"Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet"
"383","-4.384",310,383,134248.88,570.29,235.4045836,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"384","-4.070",164,384,133700,203.84,655.9065934,"Cray XC30, Intel Xeon E5-2670v2  10C 2.500GHz, Aries interconnect "
"385","-4.070",165,385,133700,203.84,655.9065934,"Cray XC30, Intel Xeon E5-2670v2  10C 2.500GHz, Aries interconnect "
"386","-4.751",481,386,133637.4,1869.3,71.49061146,"Cluster Platform BL460c/280c G7, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet"
"387","-4.302",224,387,133509,432,309.0486111,"SGI ICE X, Intel Xeon E5-2690v2 10C 3.000GHz, Infiniband FDR"
"388","-4.471",381,388,133212,747.4,178.2338774,"BladeCenter HS22 Cluster (WM), Xeon E5649 6C 2.530GHz, Gigabit Ethernet"
"389","-4.489",388,389,132800,786,168.956743,"Cluster Platform 3000 BL460c, Xeon X5365 4C 3.000GHz, Infiniband DDR"
"390","-3.932",56,390,132583.57,127.9,1036.618999,"BladeCenter HS23 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"391","-3.932",57,391,132583.57,127.9,1036.618999,"BladeCenter HS23 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"392","-3.932",58,392,132583.57,127.9,1036.618999,"BladeCenter HS23 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"393","-4.283",217,393,132558,400.5,330.9812734,"iDataPlex DX360M3, Xeon X5670 6C 2.93 GHz, Infiniband QDR"
