Rank,TOP500 Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax [TFlop/s],Rpeak [TFlop/s],Power (kW),Power Source,Power Effeciency [GFlops/Watts],Power Source,Power Quality Level,Measured Cores,Optimized Run (HPL),Optimized Run (Peak Power),Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent,Site ID,System ID
372,9,SuperMUC-NG,"ThinkSystem SD650, Xeon Platinum 8174 24C 3.1GHz, Intel Omni-Path",Leibniz Rechenzentrum,Lenovo,Germany,2018,Academic,305856,,19476.6,26873.856,,,,,,,,,Cluster,Xeon Platinum 8174 24C 3.1GHz,Intel Skylake,3100,SUSE Linux Enterprise Server 12 SP3,Linux,None,24,Xeon Platinum,ThinkSystem SD650,Lenovo ThinkSystem,Omnipath,Intel Omni-Path,Western Europe,Europe,48248,179566
373,365,,"Cray XC40, Xeon E5-2697v4 18C 2.3GHz, Aries interconnect ",Main Computing Center of Roshydromet,Cray Inc./T-Platforms,Russia,2018,Research,35136,,1200.35,1293.005,,,,,,,,,MPP,Xeon E5-2697v4 18C 2.3GHz,Intel Broadwell,2300,Cray Linux Environment ,Linux,None,18,Intel Xeon E5 (Broadwell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Eastern Europe,Europe,50769,179439
374,374,,"Apollo 6000 XL230k, Xeon Gold 6142 16C 2.6GHz, Infiniband EDR",Manufacturing Company,HPE,United States,2018,Industry,23808,,1181.074,1980.826,,,,,,,,,Cluster,Xeon Gold 6142 16C 2.6GHz,Intel Skylake,2600,Linux,Linux,None,16,Xeon Gold,Apollo 6000 XL230k,HP Apollo,Infiniband,Infiniband EDR,North America,Americas,50507,179430
375,375,,"Apollo 6000 XL230k, Xeon Gold 6142 16C 2.6GHz, Infiniband EDR",Manufacturing Company,HPE,United States,2018,Industry,23808,,1181.074,1980.826,,,,,,,,,Cluster,Xeon Gold 6142 16C 2.6GHz,Intel Skylake,2600,Linux,Linux,None,16,Xeon Gold,Apollo 6000 XL230k,HP Apollo,Infiniband,Infiniband EDR,North America,Americas,50507,179592
376,62,Orion,"PowerEdge C6420, Xeon Gold 6148 20C 2.4GHz, Infiniband HDR",Mississippi State University,Dell EMC,United States,2019,Academic,67240,,3290.6,4733.69,,,,,,,,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,Linux,Linux,None,20,Xeon Gold,PowerEdge C6420,Dell PowerEdge Cluster,Infiniband,Infiniband HDR,North America,Americas,48371,179690
377,51,TX-GAIA (Green AI Accelerator),"Apollo 2000, Xeon Gold 6248 20C 2.5GHz, NVIDIA Tesla V100, Intel Omni-Path",MIT Lincoln Laboratory Supercomputing Center,HPE,United States,2019,Academic,86800,69440,3902,6855.116,,,,,,,,,Cluster,Xeon Gold 6248 20C 2.5GHz,Intel Cascade lake,2500,CentOS Linux 7,Linux,NVIDIA Tesla V100,20,Xeon Gold 62xx (Cascade Lake),Apollo 2000,HP Apollo,Omnipath,Intel Omni-Path,North America,Americas,48296,179603
378,492,TX-Green,"S7200AP Cluster, Intel Xeon Phi 7210 64C 1.3GHz, Intel Omni-Path",MIT Lincoln Laboratory Supercomputing Center,Dell EMC,United States,2016,Academic,41472,,1032.82,1725.235,,,,,,,,,Cluster,Intel Xeon Phi 7210 64C 1.3GHz,Intel Xeon Phi,1300,CentOS,Linux,None,64,Intel Xeon Phi,Intel S7200AP Cluster,Intel Cluster,Omnipath,Intel Omni-Path,North America,Americas,48296,178939
379,93,Lomonosov 2,"T-Platform A-Class Cluster, Xeon E5-2697v3 14C 2.6GHz,Intel Xeon Gold 6126, Infiniband FDR, Nvidia K40m/P-100",Moscow State University - Research Computing Center,T-Platforms,Russia,2014,Academic,64384,40960,2478,4946.79,,,,,,,,,Cluster,Xeon E5-2697v3 14C 2.6GHz,Intel Haswell,2600,Linux,Linux,NVIDIA Tesla K40m,14,Intel Xeon E5 (Haswell),T-Platforms A-Class Cluster,T-Platforms Cluster,Infiniband,Infiniband FDR,Eastern Europe,Europe,50104,178444
380,173,Raijin,"Hybrid Cluster PRIMERGY/x3550 M5/PowerEdge/Rackable/Rackable, Xeon , Infiniband EDR, NVIDIA Tesla P100, Xeon Phi",National Computational Infrastructure National Facility (NCI-NF),Fujitsu / Lenovo / Xenon,Australia,2012,Academic,87224,3984,1676.22,3801.424,,,,,,,,,Cluster,Xeon E5-2690v4 14C 2.6GHz,Intel Broadwell,2600,CentOS,Linux,NVIDIA Tesla P100,14,Intel Xeon E5 (Broadwell),Hybrid Cluster PRIMERGY/x3550 M5/PowerEdge/Rackable,Hybrid Cluster,Infiniband,Infiniband EDR,Australia and New Zealand,Oceania,47369,179115
381,132,Biowulf,"Apollo 2000 Gen 8/9, Xeon E5-2680v4/E5-2695v3 14C 2.4GHz, Infiniband FDR",National Institutes of Health (NIH),HPE,United States,2016,Research,66304,,1966.08,2491.3728,,,,,,,,,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Apollo 2000,HP Apollo,Infiniband,Infiniband FDR,North America,Americas,50698,179027
382,39,Eagle,"HPE SGI 8600, Xeon Gold 6154 18C 3GHz, EDR Infiniband/ 8D Hypercube",National Renewable Energy Laboratory,HPE,United States,2018,Research,75600,,4850.66,7257.6,,,,,,,,,Cluster,Xeon Gold 6154 18C 3GHz,Intel Skylake,3000,CentOS,Linux,None,18,Xeon Gold,HPE SGI 8600,HPE SGI 8600,Infiniband,EDR Infiniband/ 8D Hypercube,North America,Americas,48481,179598
383,74,Tetralith,"Intel H2204XXLRE, Xeon Gold 6130 16C 2.1GHz, Intel Omni-Path",National Supercomputer Centre (NSC),ClusterVision / Hammer,Sweden,2018,Academic,64512,,2969.19,4335.206,,,,,,,,,Cluster,Xeon Gold 6130 16C 2.1GHz,Intel Skylake,2100,CentOS,Linux,None,16,Xeon Gold,Intel H2204XXLRE,ClusterVision / Hammer Cluster,Omnipath,Intel Omni-Path,Northern Europe,Europe,48488,179576
384,122,Koehr,"HPE SGI 8600, Xeon Platinum 8168 24C 2.7GHz, Intel Omni-Path",Navy DSRC,HPE,United States,2018,Government,34560,,2001.99,2985.984,,,,,,,,,Cluster,Xeon Platinum 8168 24C 2.7GHz,Intel Skylake,2700,Red Hat Enterprise Linux,Linux,None,24,Xeon Platinum,HPE SGI 8600,HPE SGI 8600,Omnipath,Intel Omni-Path,North America,Americas,50425,179427
385,123,Gaffney,"HPE SGI 8600, Xeon Platinum 8168 24C 2.7GHz, Intel Omni-Path",Navy DSRC,HPE,United States,2018,Government,34560,,2001.99,2985.984,,,,,,,,,Cluster,Xeon Platinum 8168 24C 2.7GHz,Intel Skylake,2700,Red Hat Enterprise Linux,Linux,None,24,Xeon Platinum,HPE SGI 8600,HPE SGI 8600,Omnipath,Intel Omni-Path,North America,Americas,50425,179428
386,251,,"INSPUR NF5288M5, Xeon Gold 6133 20C 2.5GHz, NVIDIA Tesla V100, 25G Ethernet",Network Company,Inspur,China,2019,Industry,43520,40960,1643,3788.8,,,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,CentOS,Linux,NVIDIA Tesla V100,20,Xeon Gold,INSPUR NF5288M5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50177,179613
387,364,,"ThinkSystem HR650X, Xeon Gold 6138 20C 2GHz, 10G Ethernet",Network Company,Lenovo,China,2018,Industry,36000,,1202.68,2304,,,,,,,,,Cluster,Xeon Gold 6138 20C 2GHz,Intel Skylake,2000,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50177,179488
388,487,Internet Company N D1,"Lenovo RD350, Xeon E5-2630v4 10C 2.2GHz, 10G Ethernet",Network Company,Lenovo,China,2017,Industry,61000,,1038.43,2147.2,,,,,,,,,Cluster,Xeon E5-2630v4 10C 2.2GHz,Intel Broadwell,2200,Linux,Linux,None,10,Intel Xeon E5 (Broadwell),Lenovo RD350,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50177,179369
389,500,Internet Company N D2,"Lenovo RD350, Xeon E5-2630v4 10C 2.2GHz, 10G Ethernet",Network Company,Lenovo,China,2018,Industry,60000,,1022.01,2112,,,,,,,,,Cluster,Xeon E5-2630v4 10C 2.2GHz,Intel Broadwell,2200,Linux,Linux,None,10,Intel Xeon E5 (Broadwell),Lenovo RD350,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50177,179368
390,440,Venus,"PowerEdge C6320, Xeon E5-2690v4 14C 2.6GHz, Infiniband EDR",NOAA,Dell EMC / IBM-GBS,United States,2017,Research,33600,,1121.13,1397.76,,,,,,,,,Cluster,Xeon E5-2690v4 14C 2.6GHz,Intel Broadwell,2600,RHEL 7.2,Linux,None,14,Intel Xeon E5 (Broadwell),PowerEdge C6320,Dell PowerEdge Cluster,Infiniband,Infiniband EDR,North America,Americas,50738,179179
391,441,Mars,"PowerEdge C6320, Xeon E5-2690v4 14C 2.6GHz, Infiniband EDR",NOAA,Dell EMC / IBM-GBS,United States,2017,Research,33600,,1121.13,1397.76,,,,,,,,,Cluster,Xeon E5-2690v4 14C 2.6GHz,Intel Broadwell,2600,RHEL 7.2,Linux,None,14,Intel Xeon E5 (Broadwell),PowerEdge C6320,Dell PowerEdge Cluster,Infiniband,Infiniband EDR,North America,Americas,50739,179180
392,299,MN-1,"SuperServer 4028GR-TR2, Xeon E5-2667v4 8C 3.2GHz, Infiniband FDR, NVIDIA Tesla P100",NTT Communications Tokyo No.4 Data Center,NTT Comm. / NTT PC Comm.,Japan,2017,Industry,59392,57344,1391,4917.658,,,,,,,,,Cluster,Xeon E5-2667v4 8C 3.2GHz,Intel Broadwell,3200,Ubuntu Linux,Linux,NVIDIA Tesla P100,8,Intel Xeon E5 (Broadwell),SuperServer 4028GR-TR2,Supermicro SuperServer,Infiniband,Infiniband FDR,Eastern Asia,Asia,50737,179178
393,22,DGX SuperPOD,"NVIDIA DGX-2H, Xeon Platinum 8174 24C 3.1GHz, NVIDIA Tesla V100, Mellanox InfiniBand EDR",NVIDIA Corporation,Nvidia,United States,2019,Industry,127488,122880,9444,11209.114,,,,,,,,,Cluster,Xeon Platinum 8174 24C 3.1GHz,Intel Skylake,3100,Ubuntu 18.04.01,Linux,NVIDIA Tesla V100,24,Xeon Platinum,NVIDIA DGX-2H Pod,NVIDIA DGX,Infiniband,Mellanox InfiniBand EDR,North America,Americas,48448,179691
394,71,Circe,"NVIDIA DGX-2H POD, Xeon Platinum 8174 24C 3.1GHz, Mellanox InfiniBand EDR, NVIDIA Tesla V100 SXM2",NVIDIA Corporation,Nvidia,United States,2018,Industry,47808,46080,3057,4241.448,,,,,,,,,Cluster,Xeon Platinum 8174 24C 3.1GHz,Intel Skylake,3100,Linux,Linux,NVIDIA Tesla V100 SXM2,24,Xeon Platinum,NVIDIA DGX-2H Pod,NVIDIA DGX,Infiniband,Mellanox InfiniBand EDR,North America,Americas,48448,179564
395,379,,"Inspur TS10000, Xeon Gold 6126 12C 2.6GHz, NVIDIA Tesla V100, Intel Omni-Path",Qingdao National Laboratory for Marine Science and Technology,Inspur,China,2018,Research,21248,20480,1173,1855.898,,,,,,,,,Cluster,Xeon Gold 6126 12C 2.6GHz,Intel Skylake,2600,CentOS,Linux,NVIDIA Tesla V100,12,Xeon Gold,Inspur TS10000,Inspur Cluster,Omnipath,Intel Omni-Path,Eastern Asia,Asia,50663,179614
396,46,,"Apollo 6500 XL270d Gen10, Xeon Gold 6140 18C 2.3GHz, Mellanox InfiniBand EDR, NVIDIA Tesla V100 SXM2",Research Institute,HPE,Japan,2019,Research,70416,66560,4128,5783.808,,,,,,,,,Cluster,Xeon Gold 6140 18C 2.3GHz,Intel Skylake,2300,CentOS,Linux,NVIDIA Tesla V100 SXM2,18,Xeon Gold,Apollo 6500 XL270d Gen10,HP Apollo,Infiniband,Mellanox InfiniBand EDR,Eastern Asia,Asia,50810,179698
397,41,ITO - Subsystem A,"Fujitsu PRIMERGY CX2550/CX2560 M4, Xeon Gold 6154 18C 3GHz, Mellanox InfiniBand EDR","Research Institute for Information Technology, Kyushu University",Fujitsu,Japan,2018,Academic,72000,,4540.69,6912,,,,,,,,,Cluster,Xeon Gold 6154 18C 3GHz,Intel Skylake,3000,Redhat Enterprise Linux 7,Linux,None,18,Xeon Gold,Fujitsu PRIMERGY CX2550/CX2560 M4,Fujitsu PRIMERGY,Infiniband,Mellanox InfiniBand EDR,Eastern Asia,Asia,50421,179429
398,54,,"Apollo 6500 XL270d Gen10, Xeon Gold 6150/6152 18C 2.7GHz, Mellanox InfiniBand EDR, NVIDIA Tesla V100 SXM2",SAKURA Internet Inc. / Prunus Solutions Inc.,HPE,Japan,2019,Industry,65208,61440,3712,5365.0944,,,,,,,,,Cluster,Xeon Gold 6150 18C 2.7GHz,Intel Skylake,2700,CentOS,Linux,NVIDIA Tesla V100 SXM2,18,Xeon Gold,Apollo 6500 XL270d Gen10,HP Apollo,Infiniband,Mellanox InfiniBand EDR,Eastern Asia,Asia,50809,179696
399,156,Astra,"Apollo 70, Cavium ThunderX2 ARM CN9975-2000  28C 2GHz, 4xEDR Infiniband",Sandia National Laboratories,HPE,United States,2018,Research,138096,,1758,2209.536,,,,,,,,,Cluster,Cavium ThunderX2 CN9975-2000  28C 2GHz,Cavium,2000,Tri-Lab Operating System ,Linux,None,28,Cavium ThunderX2,Apollo 70,HP Apollo,Infiniband,4xEDR Infiniband,North America,Americas,48748,179565
400,304,SNL/NNSA CTS-1 Eclipse,"Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path",Sandia National Laboratories,Penguin Computing,United States,2017,Research,54648,,1361.77,1836.173,,,,,,,,,Cluster,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,TOSS,Linux,None,18,Intel Xeon E5 (Broadwell),Tundra Extreme Scale,Penguin Computing Cluster,Omnipath,Intel Omni-Path,North America,Americas,48748,179422
401,94,B1,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2019,Industry,60000,,2462.4,4800,,,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50329,179658
402,97,C1,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2019,Industry,59200,,2433.83,4736,,,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50329,179657
403,98,D1,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2019,Industry,58800,,2421.62,4704,,,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50329,179656
404,101,E1,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2019,Industry,58000,,2392.38,4640,,,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50329,179655
405,104,F1,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2019,Industry,56000,,2317.95,4480,,,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50329,179654
406,109,G1,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2019,Industry,54000,,2242.94,4320,,,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50329,179653
407,112,H1,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2019,Industry,52000,,2166.52,4160,,,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50329,179652
408,116,I1,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2019,Industry,50000,,2094,4000,,,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50329,179651
409,120,J1,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2019,Industry,48000,,2014.46,3840,,,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50329,179650
410,126,K1,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2019,Industry,47200,,1983.15,3776,,,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50329,179649
411,139,A1,"Lenovo HR650x, Xeon Gold 6148 20C 2.4GHz, 25G Ethernet",Service Provider T,Lenovo,China,2019,Industry,47040,,1882.56,3612.672,,,,,,,,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50329,179660
412,143,,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2018,Industry,43200,,1831.49,3456,,,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50329,179474
413,163,Internet Company T DD1,"Lenovo RD350, Xeon E5-2620v4 8C 2.1GHz, 10G Ethernet",Service Provider T,Lenovo,China,2018,Industry,118400,,1728.88,3978.24,,,,,,,,,Cluster,Xeon E5-2620v4 8C 2.1GHz,Intel Broadwell,2100,Linux,Linux,None,8,Intel Xeon E5 (Broadwell),Lenovo RD350,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50329,179354
414,178,Internet Company T Y1,"Lenovo RD450, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet",Service Provider T,Lenovo,China,2018,Industry,89600,,1653.22,3440.64,,,,,,,,,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Lenovo RD450,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50329,179361
415,253,,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2018,Industry,38400,,1639.3,3072,,,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50329,179475
416,258,,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2018,Industry,37600,,1608.22,3008,,,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50329,179476
417,259,Internet Company T X2,"Lenovo RD450, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet",Service Provider T,Lenovo,China,2018,Industry,86800,,1603.23,3333.12,,,,,,,,,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Lenovo RD450,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50329,179359
418,265,,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2018,Industry,36800,,1579.98,2944,,,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50329,179477
419,270,,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2018,Industry,36000,,1552.44,2880,,,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50329,179478
420,271,Internet Company T Z1,"Lenovo RD450, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet",Service Provider T,Lenovo,China,2017,Industry,84000,,1551.51,3225.6,,,,,,,,,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Lenovo RD450,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50329,179358
421,272,Internet Company T X1,"Lenovo RD450, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet",Service Provider T,Lenovo,China,2018,Industry,82880,,1537.19,3182.592,,,,,,,,,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Lenovo RD450,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50329,179360
422,274,,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2018,Industry,35200,,1521.94,2816,,,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50329,179479
423,277,,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2018,Industry,34400,,1492.78,2752,,,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50329,179480
424,278,Internet Company T AA1,"Lenovo RD450, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet",Service Provider T,Lenovo,China,2018,Industry,79520,,1477.92,3053.568,,,,,,,,,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Lenovo RD450,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50329,179357
425,281,,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2018,Industry,33600,,1462.27,2688,,,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50329,179481
426,287,,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2018,Industry,32800,,1432,2624,,,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50329,179482
427,298,,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2018,Industry,32000,,1400.88,2560,,,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50329,179483
428,308,,"Lenovo HR650x, Xeon Gold 6148 20C 2.4GHz, 25G Ethernet",Service Provider T,Lenovo,China,2018,Industry,32000,,1346.76,2457.6,,,,,,,,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50329,179484
429,315,Internet Company T EE2,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2018,Industry,30000,,1319.52,2400,,,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50329,179352
430,316,Internet Company T EE1,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2018,Industry,30000,,1319.52,2400,,,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50329,179353
431,317,Internet Company T FF1,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2018,Industry,29920,,1316.84,2393.6,,,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50329,179351
432,328,,"Lenovo HR650x, Xeon Gold 6148 20C 2.4GHz, 25G Ethernet",Service Provider T,Lenovo,China,2018,Industry,30400,,1284.26,2334.72,,,,,,,,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50329,179485
