"","date","ExaRank","exascalar","green500rank","top500rank","rmax","power","mflopswatt","computer"
"51",2012-11-01,19,-3.325,2,51,421600,179.15,2351.102428,"Adtech ESC4000/FDR G2, Xeon E5-2650 8C 2.000GHz, Infiniband FDR, AMD FirePro S10000"
"21",2012-11-01,20,-3.347,55,21,1043000,1176.8,886.3018355,"PRIMEHPC FX10, SPARC64 IXfx 16C 1.848GHz, Tofu interconnect"
"24",2012-11-01,21,-3.368,56,24,978600,1111.402263,880.5092744,"Fujitsu PRIMERGY CX250 S1, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"11",2012-11-01,22,-3.383,129,11,1359000,2251,603.7316748,"Bullx B510, Xeon E5-2680 8C 2.700GHz, Infiniband QDR"
"52",2012-11-01,23,-3.385,31,52,421200,215.6,1935.324675,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband QDR, Intel Xeon Phi 5110P"
"64",2012-11-01,24,-3.42,27,64,347400,164.38,2099.391653,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom"
"60",2012-11-01,25,-3.422,30,60,371738,181.7,1949.367089,"RSC Tornado, Xeon E5-2690 8C 2.900GHz, Infiniband FDR, Intel Xeon Phi"
"65",2012-11-01,26,-3.422,26,65,345098,164.38,2099.391653,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect"
"66",2012-11-01,27,-3.422,25,66,345098,164.38,2099.391653,"BlueGene/Q, Power BQC 16C 1.60 GHz, Custom"
"67",2012-11-01,28,-3.422,24,67,345098,164.38,2099.391653,"BlueGene/Q, Power BQC 16C 1.60 GHz, Custom"
"15",2012-11-01,29,-3.434,133,15,1237000,2200,562.2727273,"Bullx B510, Xeon E5-2680 8C 2.700GHz, Infiniband QDR"
"29",2012-11-01,30,-3.456,84,29,773700,924.16,837.1926939,"Xtreme-X GreenBlade GB512X, Xeon E5 (Sandy Bridge - EP) 8C 2.60GHz, Infiniband QDR"
"10",2012-11-01,31,-3.459,159,10,1515000,3575.63,423.7015575,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect"
"12",2012-11-01,32,-3.466,140,12,1271000,2580,492.6356589,"Dawning TC3600 Blade System, Xeon X5650 6C 2.66GHz, Infiniband QDR, NVIDIA 2050"
"91",2012-11-01,33,-3.472,4,91,273700,129,2243.442623,"Cray XK7 , Opteron 6272 16C 2.100GHz, Cray Gemini interconnect, NVIDIA Tesla K20 Kepler"
"28",2012-11-01,34,-3.485,104,28,795900,1074,741.0614525,"Sunway BlueLight MPP, ShenWei processor SW1600 975.00 MHz, Infiniband QDR"
"36",2012-11-01,35,-3.49,52,36,636885,699.26,910.7985585,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"58",2012-11-01,36,-3.511,34,58,379306,257.707,1427.733822,"Intel Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi SE10"
"30",2012-11-01,37,-3.526,117,30,771700,1155.07,668.0980373,"NUDT YH MPP, Xeon X5670 6C 2.93 GHz, Proprietary, NVIDIA 2050"
"39",2012-11-01,38,-3.554,89,39,582100,720,808.4722222,"SGI Altix X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"22",2012-11-01,39,-3.559,148,22,1042000,2345,444.3496802,"BladeCenter QS22/LS21 Cluster, PowerXCell 8i 3.2 Ghz / Opteron DC 1.8 GHz, Voltaire Infiniband"
"43",2012-11-01,40,-3.563,50,43,496500,540,919.4444444,"Mole-8.5 Cluster, Xeon X5520 4C 2.27 GHz, Infiniband QDR, NVIDIA 2050"
"50",2012-11-01,41,-3.569,38,50,433200,407.29,1035.134671,"Xtream-X GreenBlade 8204, Xeon E5-2670 8C 2.600GHz, Infiniband QDR, NVIDIA 2090"
"14",2012-11-01,42,-3.614,188,14,1243000,3986.96,311.7663583,"SGI ICE X/8200EX/8400EX, Xeon 54xx 3.0/5570/5670/E5-2670 2.93/2.6/3.06/3.0 Ghz, Infiniband QDR/FDR"
"45",2012-11-01,43,-3.615,83,45,460300,548.1619922,839.7152786,"Fujitsu PRIMERGY CX400, Xeon E5-2680 8C 2.700GHz, Infiniband FDR"
"19",2012-11-01,44,-3.618,173,19,1054000,2910,362.1993127,"Cray XE6, Opteron 6172 12C 2.10GHz, Custom"
"27",2012-11-01,45,-3.625,147,27,831400,1850,449.4054054,"Cray XE6, Opteron 6276 16C 2.30 GHz, Cray Gemini interconnect"
"139",2012-11-01,46,-3.634,15,139,172691,82.19,2101.119358,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom"
"140",2012-11-01,47,-3.634,14,140,172691,82.19,2101.119358,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom"
"141",2012-11-01,48,-3.634,13,141,172691,82.19,2101.119358,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom"
"142",2012-11-01,49,-3.634,12,142,172691,82.19,2101.119358,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom"
"143",2012-11-01,50,-3.634,11,143,172691,82.19,2101.119358,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect"
"144",2012-11-01,51,-3.634,10,144,172691,82.19,2101.119358,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect"
"145",2012-11-01,52,-3.634,9,145,172691,82.19,2101.119358,"BlueGene/Q, Power BQC 16C 1.60 GHz, Custom"
"117",2012-11-01,53,-3.651,33,117,212912,132,1612.969697,"SGI Rackable C1104G-RP5, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi"
"40",2012-11-01,54,-3.664,131,40,565700,972,581.9958848,"Cray XE6, Opteron 6276 16C 2.30GHz, Cray Gemini interconnect"
"61",2012-11-01,55,-3.677,58,61,360868,400.68,875.3344315,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"18",2012-11-01,56,-3.683,195,18,1110000,3980,278.8944724,"Cray XE6, Opteron 6136 8C 2.40GHz, Custom"
"59",2012-11-01,57,-3.691,92,59,375700,450,801.9288889,"Bullx B510, Xeon E5 (Sandy Bridge - EP) 8C 2.70GHz, Infiniband QDR"
"56",2012-11-01,58,-3.7,105,56,396700,537,738.7337058,"SGI Altix X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"26",2012-11-01,59,-3.702,186,26,901900,2800,322.1071429,"T-Platforms T-Blade2/1.1, Xeon X5570/X5670/E5630 2.93/2.53 GHz, Nvidia 2070 GPU, PowerXCell 8i Infiniband QDR"
"63",2012-11-01,60,-3.707,86,63,347400,421.2,824.7863248,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"72",2012-11-01,61,-3.707,62,72,327347,373.97,875.3295719,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"73",2012-11-01,62,-3.707,61,73,327347,373.97,875.3295719,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"68",2012-11-01,63,-3.715,90,68,345098,419.9278474,808.4722222,"SGI Altix X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"251",2012-11-01,64,-3.718,1,251,110600,44.89,2499.443083,"Appro GreenBlade GB824M, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P"
"25",2012-11-01,65,-3.721,193,25,919100,3090,297.4433657,"Cray XT5-HE Opteron Six Core 2.6 GHz"
"62",2012-11-01,66,-3.723,100,62,350729,448,775.4464286,"Xtreme-X GreenBlade GB512X, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"37",2012-11-01,67,-3.724,154,37,612226,1386.91,441.4316718,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect"
"38",2012-11-01,68,-3.724,153,38,612226,1386.91,441.4316718,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect"
"70",2012-11-01,69,-3.726,93,70,336800,421.2,799.620133,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"81",2012-11-01,70,-3.729,63,81,303965,347.26,875.3239648,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"103",2012-11-01,71,-3.748,36,103,238200,226.8,1050.26455,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR, NVIDIA 2090"
"71",2012-11-01,72,-3.757,107,71,332000,453.6,731.9223986,"Xtreme-X GreenBlade GB512X, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"83",2012-11-01,73,-3.757,94,83,303736,380,799.3052632,"Cluster Platform SL230s Gen8, Xeon E5-2660 8C 2.200GHz, Infiniband FDR"
"20",2012-11-01,74,-3.761,239,20,1050000,4590,228.7581699,"Bull bullx super-node S6010/S6030"
"35",2012-11-01,75,-3.762,174,35,660243,1824.93,361.7908632,"Cray XE6, Opteron 6276 16C 2.30 GHz, Cray Gemini interconnect"
"82",2012-11-01,76,-3.762,99,82,303900,386.56,786.165149,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, Infiniband FDR"
"88",2012-11-01,77,-3.777,95,88,285800,358.4,797.4330357,"Xtreme-X GreenBlade GB512X, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"93",2012-11-01,78,-3.777,81,93,268100,315.9,848.6862931,"Appro Xtreme-X Supercomputer, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"77",2012-11-01,79,-3.779,111,77,318000,446.4,712.3655914,"Bullx B510, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"84",2012-11-01,80,-3.795,109,84,299300,416.78,718.1246701,"Supermicro Cluster, QC Opteron 2.1 GHz, ATI Radeon GPU, Infiniband"
"55",2012-11-01,81,-3.803,136,55,413500,803.088,506.7701173,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect"
"281",2012-11-01,82,-3.823,32,281,104885,56.253,1870.122482,"Chundoong Cluster, Xeon E5-2650 8C 2.000GHz, Infiniband QDR, AMD Radeon HD 7970"
"92",2012-11-01,83,-3.841,112,92,268100,388.8,689.5576132,"Appro Xtreme-X Supercomputer, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"400",2012-11-01,84,-3.847,8,400,86346,41.09,2101.387199,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom"
"401",2012-11-01,85,-3.847,7,401,86346,41.09,2101.387199,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom"
"402",2012-11-01,86,-3.847,6,402,86260,41.09,2101.387199,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect"
"98",2012-11-01,87,-3.861,113,98,251500,365.5,688.0984952,"Itautec Cluster, Xeon X5670 6C 2.930GHz, Infiniband QDR, NVIDIA 2050"
"69",2012-11-01,88,-3.863,138,69,339500,669.24,506.7688722,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect"
"128",2012-11-01,89,-3.866,51,128,187373,205.72,910.8156718,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"46",2012-11-01,90,-3.872,172,46,459170,1260,363.9769841,"Blue Gene/P Solution"
"102",2012-11-01,91,-3.891,119,102,240090,367.08,654.0536123,"Amazon EC2 Cluster, Xeon 8C 2.60GHz, 10G Ethernet"
"135",2012-11-01,92,-3.893,60,135,178148,203.52,875.3341195,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"136",2012-11-01,93,-3.893,59,136,178148,203.52,875.3341195,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"119",2012-11-01,94,-3.895,106,119,211700,289,732.5259516,"NUDT YH MPP, Xeon X56xx (Westmere-EP) 2.93 GHz, Proprietary"
"53",2012-11-01,95,-3.899,171,53,417256,1134,366.5784832,"Blue Gene/P Solution"
"123",2012-11-01,96,-3.903,97,123,191938,243.69,787.6318273,"xSeries x3750 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband FDR"
"158",2012-11-01,97,-3.909,45,158,158696,170.16,932.6281147,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"170",2012-11-01,98,-3.913,40,170,146800,147.46,995.52421,"RSC Tornado, Xeon X5680 6C 3.330GHz, Infiniband QDR, Intel Xeon Phi"
"34",2012-11-01,99,-3.925,265,34,674900,3240.801688,208.2509407,"Cray XE6, Opteron 16C 2.500GHz, Cray Gemini interconnect"
"134",2012-11-01,100,-3.925,98,134,178600,227,786.784141,"MEGWARE MiriQuid, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"129",2012-11-01,101,-3.929,103,129,186900,252,741.6666667,"Cluster Platform 3000 SL6500, Xeon E5 (Sandy Bridge - EP) 8C 2.60GHz, FDR Infiniband"
"168",2012-11-01,102,-3.929,48,168,148778,159.53,932.6020184,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"184",2012-11-01,103,-3.929,37,184,133637,128.769,1038.293378,"Nitro G16 3GPU, Xeon E5-2650 8C 2.000GHz, Infiniband FDR, NVIDIA 2050"
"113",2012-11-01,104,-3.936,128,113,216389,344.6666667,627.8210832,"Cray XC30, Xeon E5-2670 8C 2.600GHz, Aries interconnect"
"114",2012-11-01,105,-3.936,127,114,216389,344.6666667,627.8210832,"Cray XC30, Xeon E5-2670 8C 2.600GHz, Aries interconnect"
"118",2012-11-01,106,-3.942,126,118,211785,337.3333333,627.8211462,"Cray Cascade, Xeon E5-2670 8C 2.600GHz, Aries interconnect"
"291",2012-11-01,107,-3.948,35,291,103084,81.5,1266.257669,"Bullx B505, Xeon E5649 6C 2.53GHz, Infiniband QDR, NVIDIA 2090"
"80",2012-11-01,108,-3.954,162,80,316200,780,405.3846154,"Cray XE6, Opteron 6272 16C 2.10 GHz, Cray Gemini interconnect"
"125",2012-11-01,109,-3.955,116,125,190953,285.38,669.1183685,"x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"173",2012-11-01,110,-3.957,54,173,141895,160,891.875,"iDataPlex DX360M3, Xeon E5645 6C 2.40 GHz, Infiniband QDR, NVIDIA 2070"
"161",2012-11-01,111,-3.969,96,161,154000,194.5125,791.722897,"Bullx B505, Xeon E56xx (Westmere-EP) 2.40 GHz, Infiniband QDR"
"137",2012-11-01,112,-3.971,114,137,177512,260,682.7384615,"Bullx B510, Xeon E5-2680 8C 2.700GHz, Infiniband QDR"
"193",2012-11-01,113,-3.971,49,193,129986,139.59,932.592306,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"214",2012-11-01,114,-3.972,41,214,123981,127.2,974.6933962,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"127",2012-11-01,115,-3.975,122,127,188700,297.63,634.0086685,"Z24XX/SL390s Cluster, Xeon E5530/E5645 6C 2.40GHz, Infiniband QDR, NVIDIA 2090/2070"
"221",2012-11-01,116,-3.987,43,221,120400,126.27,953.5123149,"SuperServer  2026GT-TRF, Xeon E5645 6C 2.40GHz, Infiniband QDR, NVIDIA 2050"
"199",2012-11-01,117,-3.992,64,199,129250,148.19,875.3222215,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"262",2012-11-01,118,-3.999,39,262,109594,108.8,1010.110294,"Bullx B505, Xeon E5640 2.67 GHz, Infiniband QDR"
"110",2012-11-01,119,-4.003,141,110,225617,467,483.1199143,"Saxonid 6100, Opteron 6272 16C 2.100GHz, Infiniband QDR"
"100",2012-11-01,120,-4.009,156,100,243900,556.3,438.4325004,"Hitachi SR16000 Model M1, POWER7 8C 3.836GHz, Custom"
"101",2012-11-01,121,-4.011,149,101,240300,542.34,443.0799867,"Rackable C2112-4G3 Cluster, Opteron 12 Core 2.10 GHz, Infiniband QDR"
"178",2012-11-01,122,-4.022,101,178,136400,182,751.0989011,"Bullx B510, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"240",2012-11-01,123,-4.022,53,240,114829,128.75,891.8750291,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband QDR, NVIDIA 2070"
"179",2012-11-01,124,-4.023,102,179,136300,182,749.4505495,"Bullx B510, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"109",2012-11-01,125,-4.035,158,109,230600,540.4,426.7209474,"Xtreme-X 1320H-LANL, Opteron 12 Core 2.30 GHz, Infiniband QDR"
"151",2012-11-01,126,-4.035,130,151,166700,282.432,590.2305688,"PRIMEHPC FX10, SPARC64 IXfx 16C 1.848GHz, Tofu interconnect"
"49",2012-11-01,127,-4.049,253,49,433500,2000,216.6,"SunBlade x6420, Opteron QC 2.3 Ghz, Infiniband"
"169",2012-11-01,128,-4.054,125,169,147329,234.6666667,627.8224432,"Cray XC30, Xeon E5-2670 8C 2.600GHz, Aries interconnect"
"95",2012-11-01,129,-4.061,176,95,253000,708.2,357.2437165,"Hitachi SR16000 Model M1, POWER7 8C 3.836GHz, Custom Interconnect"
"120",2012-11-01,130,-4.062,152,120,204075,462.3,441.4341337,"Power 775, POWER7 8C 3.84 GHz, Custom"
"121",2012-11-01,131,-4.062,151,121,204075,462.3,441.4341337,"Power 775, POWER7 8C 3.84 GHz, Custom"
"181",2012-11-01,132,-4.072,120,181,135374,210.35,643.6890896,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"47",2012-11-01,133,-4.073,297,47,458611,2419.2,189.1413277,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"277",2012-11-01,134,-4.075,88,277,106800,132.2,809.3645991,"Bullx B510, Xeon E5 (Sandy Bridge - EP) 8C 2.70GHz, Infiniband QDR"
"365",2012-11-01,135,-4.08,47,365,91030,97.71,932.6169276,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"338",2012-11-01,136,-4.094,67,338,93647,108.15,865.8992141,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090"
"339",2012-11-01,137,-4.095,66,339,93431,108.15,865.8992141,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090"
"74",2012-11-01,138,-4.096,222,74,322900,1291.953125,249.9316684,"SGI Altix ICE 8400EX, Xeon X5690 6C 3.470GHz, Infiniband QDR"
"75",2012-11-01,139,-4.096,215,75,319560,1267.2,252.178346,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, NVIDIA 2090"
"419",2012-11-01,140,-4.101,44,419,85007,91.72,932.6973397,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"390",2012-11-01,141,-4.112,65,390,87543,100.49,875.3209275,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"146",2012-11-01,142,-4.114,155,146,172189,390.07,441.4310252,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect"
"470",2012-11-01,143,-4.115,42,470,77856,80.14,974.6443723,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"448",2012-11-01,144,-4.118,46,448,80580,86.41,932.6235389,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"157",2012-11-01,145,-4.119,143,157,160100,342.3,467.7183757,"Cray XE6m-200, Opteron 6276 16C 2.300GHz, Cray Gemini interconnect"
"407",2012-11-01,146,-4.121,79,407,85843,99.14,865.8765382,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090"
"408",2012-11-01,147,-4.121,78,408,85843,99.14,865.8765382,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090"
"409",2012-11-01,148,-4.121,77,409,85843,99.14,865.8765382,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090"
"410",2012-11-01,149,-4.121,76,410,85843,99.14,865.8765382,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090"
"411",2012-11-01,150,-4.121,75,411,85843,99.14,865.8765382,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090"
"412",2012-11-01,151,-4.121,74,412,85843,99.14,865.8765382,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090"
"413",2012-11-01,152,-4.121,73,413,85843,99.14,865.8765382,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090"
"414",2012-11-01,153,-4.121,72,414,85843,99.14,865.8765382,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090"
"415",2012-11-01,154,-4.121,71,415,85843,99.14,865.8765382,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090"
"416",2012-11-01,155,-4.121,70,416,85843,99.14,865.8765382,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090"
"417",2012-11-01,156,-4.121,69,417,85843,99.14,865.8765382,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090"
"57",2012-11-01,157,-4.122,287,57,382642,1917.6,193.8560179,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"418",2012-11-01,158,-4.122,68,418,85547,99.14,865.8765382,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090"
"375",2012-11-01,159,-4.128,87,375,89750,111.1,809.5409541,"Hybrid Cluster, Xeon X5670 6C 2.930GHz, Infiniband QDR, NVIDIA 2070"
"126",2012-11-01,160,-4.129,167,126,190900,504,378.7698413,"Blue Gene/P Solution"
"138",2012-11-01,161,-4.135,164,138,177100,442,400.678733,"Acer AR585 F1 Cluster, Opteron 12C 2.2GHz, QDR infiniband"
"393",2012-11-01,162,-4.138,91,393,87438,108.8,803.9522059,"Bullx S6010 Cluster,  Xeon 2.26 Ghz 8-core, QDR Infiniband"
"188",2012-11-01,163,-4.145,135,188,131600,252.7,521.9628017,"Supermicro H8QG6, Opteron 6238 12C 2.600GHz, Infiniband QDR"
"341",2012-11-01,164,-4.152,108,341,93046,129,722.248062,"SGI Altix X, Xeon E5-2690 8C 2.900GHz, Infiniband FDR"
"94",2012-11-01,165,-4.155,213,94,261631,1030,254.0106796,"xSeries iDataPlex, Xeon E5540 4C 2.53GHz, Infiniband"
"76",2012-11-01,166,-4.156,264,76,318745,1530.580872,208.2510018,"Cray XE6, Opteron 16C 2.500GHz, Cray Gemini interconnect"
"376",2012-11-01,167,-4.166,110,376,89670,125.5,715.1394422,"Rackable C1103-G15, Opteron 6234 12C 2.40 GHz, Infiniband QDR"
"303",2012-11-01,168,-4.171,124,303,100400,160,628.125,"Appro GreenBlade Cluster, Xeon X5660 6C 2.80 GHz, Infiniband QDR, NVIDIA 2050"
"172",2012-11-01,169,-4.18,157,172,142700,339.15,429.3085655,"Sunway 4000H Cluster, Xeon X56xx (Westmere-EP) 2.93 GHz, Infiniband QDR"
"252",2012-11-01,170,-4.18,134,252,110526,200,554.65,"Dell PowerEdge C6220, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"374",2012-11-01,171,-4.188,118,374,89940,136,663.5294118,"Appro Xtreme-X Supercomputer, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"90",2012-11-01,172,-4.191,254,90,274800,1275,215.5294118,"Sun Blade x6048,  X6275, IB QDR M9 switch, Sun HPC stack Linux edition"
"78",2012-11-01,173,-4.194,335,78,316400,1711.6,184.8562748,"Cray XE6 12-core 2.1 GHz"
"79",2012-11-01,174,-4.194,334,79,316400,1711.6,184.8562748,"Cray XE6 12-core 2.1 GHz"
"403",2012-11-01,175,-4.195,115,403,86189,127.2,678.1446541,"Appro Xtreme-X Supercomputer, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"206",2012-11-01,176,-4.197,144,206,126500,276,458.3333333,"BladeCenter QS22/LS21 Cluster, PowerXCell 8i 3.2 Ghz / Opteron DC 1.8 GHz, Infiniband"
"249",2012-11-01,177,-4.203,137,249,112404,223.08,506.7688722,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect"
"149",2012-11-01,178,-4.209,184,149,168800,510,330.9803922,"iDataPlex, Xeon X56xx 6C 2.93 GHz, Infiniband"
"97",2012-11-01,179,-4.21,250,97,251700,1140.956399,220.6043983,"Cray XE6, Opteron 16C 2.50GHz, Cray Gemini interconnect"
"85",2012-11-01,180,-4.213,306,85,296000,1592.483826,185.8731594,"Cray XE6, Opteron 6276 16C 2.30GHz, Cray Gemini interconnect"
"180",2012-11-01,181,-4.215,163,180,135400,337,404.4510386,"iDataPlex DX360M3, Xeon 2.66, Infiniband"
"162",2012-11-01,182,-4.217,177,162,152900,430,355.5813953,"Megware Saxonid 6100, Opteron 8C 2.2 GHz, Infiniband QDR"
"153",2012-11-01,183,-4.221,183,153,162098,489.75,330.9811128,"iDataPlex DX360M3, Xeon X5670 6C 2.93 GHz, Infiniband QDR"
