"","date","ExaRank","exascalar","top500rank","green500rank.g","rmax.g","power.g","mflopswatt","how.g","year.g","computer.g","name.g","totalcores.g","site.g","manufacturer.g","country.g","segment.g","acceleratorcoprocessorcores.g","rpeak.g","nmax.g","nhalf.g","architecture.g","processor.g","processorfamily.g","procfrequency.g","oatingsystem.g","osfamily.g","acceleratorcoprocessor.g","coressocket.g","processorgeneration.g","systemmodel.g","systemfamily.g","interconnectfamily.g","interconnect.g","region.g","continent.g","previoustop500rank","firstappearance.t","firsttop500rank","name.t","computer.t","site.t","manufacturer.t","country.t","year.t","segment.t","totalcores.t","acceleratorcoprocessorcores.t","rmax","rpeak.t","nmax.t","nhalf.t","power.t","mflopswatt.t","architecture.t","processor.t","processortechnology.t","processorspeedmhz.t","oatingsystem.t","osfamily.t","acceleratorcoprocessor.t","coressocket.t","processorgeneration.t","systemmodel.t","systemfamily.t","interconnectfamily.t","interconnect.t","region.t","continent.t"
"208",2014-06-01,433,-4.418,208,457,234248,1944,120.5,"Derived",2013,"Cluster Platform DL380p Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet","",25920,"Web-Service Provider","Hewlett-Packard","Hong Kong","Industry",0,476928,0,0,"Cluster","Xeon E5-2630 6C 2.3GHz","Intel SandyBridge",2300,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL380p Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",171,41,132,"","Cluster Platform DL380p Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet","Web-Service Provider","Hewlett-Packard","Hong Kong",2013,"Industry",25920,0,234248,476928,0,0,NA,NA,"Cluster","Xeon E5-2630 6C 2.3GHz","Intel SandyBridge",2300,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL380p Gen8 ","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"477",2014-06-01,434,-4.423,477,378,140533,710.4,197.82,"Derived",2013,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","",9472,"Energy Company","Hewlett-Packard","United States","Industry",0,197018,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","10G","10G Ethernet","North America","Americas",357,41,271,"","Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","Energy Company","Hewlett-Packard","United States",2013,"Industry",9472,0,140533,197018,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","10G","10G Ethernet","North America","Americas"
"216",2014-06-01,435,-4.426,216,456,227236,1879.2,120.92,"Derived",2013,"Cluster Platform DL160 Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet","",25056,"Telecommunication Company","Hewlett-Packard","Japan","Industry",0,461030,0,0,"Cluster","Xeon E5-2630 6C 2.3GHz","Intel SandyBridge",2300,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL160 Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",178,41,138,"","Cluster Platform DL160 Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet","Telecommunication Company","Hewlett-Packard","Japan",2013,"Industry",25056,0,227236,461030,0,0,NA,NA,"Cluster","Xeon E5-2630 6C 2.3GHz","Intel SandyBridge",2300,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL160 Gen8 ","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"456",2014-06-01,436,-4.426,456,393,145875,772.2,188.91,"Derived",2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","",13728,"Service Provider","Hewlett-Packard","United States","Industry",0,285542,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",329,41,250,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","Service Provider","Hewlett-Packard","United States",2013,"Industry",13728,0,145875,285542,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"254",2014-06-01,437,-4.428,254,430,194669.8,1387.2,140.33,"Derived",2013,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","",18496,"Web-Service Provider","Hewlett-Packard","United States","Industry",0,384716.8,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","10G","10G Ethernet","North America","Americas",205,41,136,"","Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","Web-Service Provider","Hewlett-Packard","United States",2013,"Industry",18496,0,194670,384717,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","10G","10G Ethernet","North America","Americas"
"153",2014-06-01,438,-4.429,153,484,293868.3,3168,92.76,"Derived",2012,"Cluster Platform SL390s G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet, NVIDIA 2090","",31680,"IT Provider (P)","Hewlett-Packard","United States","Industry",23040,1049530,0,0,"Cluster","Xeon X5650 6C 2.66GHz","Intel Nehalem",2660,"Linux","Linux","NVIDIA 2090",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform SL390s G7","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",123,39,61,"","Cluster Platform SL390s G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet, NVIDIA 2090","IT Provider (P)","Hewlett-Packard","United States",2012,"Industry",31680,23040,293868,1049530,0,0,NA,NA,"Cluster","Xeon X5650 6C 2.66GHz","Intel Nehalem",2660,"Linux","Linux","NVIDIA 2090",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform SL390s G7","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"458",2014-06-01,439,-4.432,458,397,145316,782,185.83,"Submission",2013,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","",25788,"Electronics","IBM","China","Industry",0,260975,0,0,"Cluster","Xeon E5649 6C 2.53GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",331,42,331,"","xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","Electronics","IBM","China",2013,"Industry",25788,0,145316,260975,0,0,782,186,"Cluster","Xeon E5649 6C 2.53GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"459",2014-06-01,440,-4.432,459,398,145316,782,185.83,"Submission",2013,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","",25788,"Electronics","IBM","China","Industry",0,260975,0,0,"Cluster","Xeon E5649 6C 2.53GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",332,42,332,"","xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","Electronics","IBM","China",2013,"Industry",25788,0,145316,260975,0,0,782,186,"Cluster","Xeon E5649 6C 2.53GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"112",2014-06-01,441,-4.436,112,487,354467,4713.6,75.2,"Derived",2013,"Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet","",62848,"Software Company (M)","Hewlett-Packard","United States","Industry",0,905011,0,0,"Cluster","Xeon E5-2450L 8C 1.8GHz","Intel SandyBridge",1800,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360e Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",90,42,90,"","Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet","Software Company (M)","Hewlett-Packard","United States",2013,"Industry",62848,0,354467,905011,0,0,NA,NA,"Cluster","Xeon E5-2450L 8C 1.8GHz","Intel SandyBridge",1800,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360e Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"467",2014-06-01,442,-4.436,467,399,143152,770.5,185.79,"Submission",2012,"xSeries x3550M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","",25404,"Service Provider","IBM","United States","Industry",0,257088.48,0,0,"Cluster","Xeon E5649 6C 2.53GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3550M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",347,40,271,"","xSeries x3550M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","Service Provider","IBM","United States",2012,"Industry",25404,0,143152,257088,0,0,771,186,"Cluster","Xeon E5649 6C 2.53GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3550M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"114",2014-06-01,443,-4.438,114,488,352030,4681.2,75.2,"Derived",2013,"Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet","",62416,"Software Company (M)","Hewlett-Packard","United States","Industry",0,898790,0,0,"Cluster","Xeon E5-2450L 8C 1.8GHz","Intel SandyBridge",1800,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360e Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",92,42,92,"","Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet","Software Company (M)","Hewlett-Packard","United States",2013,"Industry",62416,0,352030,898790,0,0,NA,NA,"Cluster","Xeon E5-2450L 8C 1.8GHz","Intel SandyBridge",1800,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360e Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"198",2014-06-01,444,-4.44,198,469,242863,2244,108.23,"Derived",2013,"Cluster Platform DL360e Gen8, Xeon E5-2450 8C 2.100GHz, Gigabit Ethernet","",29920,"Software Company (M)","Hewlett-Packard","United States","Industry",0,502656,0,0,"Cluster","Xeon E5-2450 8C 2.1GHz","Intel SandyBridge",2100,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360e Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",163,41,125,"","Cluster Platform DL360e Gen8, Xeon E5-2450 8C 2.100GHz, Gigabit Ethernet","Software Company (M)","Hewlett-Packard","United States",2013,"Industry",29920,0,242863,502656,0,0,NA,NA,"Cluster","Xeon E5-2450 8C 2.1GHz","Intel SandyBridge",2100,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360e Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"183",2014-06-01,445,-4.442,183,481,257879,2544,101.37,"Derived",2013,"Cluster Platform DL380p Gen8 , Xeon E5-2650 8C 2.000GHz, Gigabit Ethernet","",33920,"Web Content Provider","Hewlett-Packard","United States","Industry",0,542720,0,0,"Cluster","Xeon E5-2650 8C 2GHz","Intel SandyBridge",2000,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL380p Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",150,41,117,"","Cluster Platform DL380p Gen8 , Xeon E5-2650 8C 2.000GHz, Gigabit Ethernet","Web Content Provider","Hewlett-Packard","United States",2013,"Industry",33920,0,257879,542720,0,0,NA,NA,"Cluster","Xeon E5-2650 8C 2GHz","Intel SandyBridge",2000,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL380p Gen8 ","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"489",2014-06-01,446,-4.443,489,384,136879.1,720,190.11,"Derived",2014,"Cluster Platform SL250s Gen8, Intel Xeon E5-2670v2 10C 2.5GHz, 10G Ethernet","",9600,"Retail","Hewlett-Packard","United States","Industry",0,192000,0,0,"Cluster","Intel Xeon E5-2670v2 10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL250s Gen8","HP Cluster Platform 3000SL","10G","10G Ethernet","North America","Americas",NA,43,489,"","Cluster Platform SL250s Gen8, Intel Xeon E5-2670v2  10C 2.5GHz, 10G Ethernet","Retail","Hewlett-Packard","United States",2014,"Industry",9600,0,136879,192000,0,0,NA,NA,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL250s Gen8","HP Cluster Platform 3000SL","10G","10G Ethernet","North America","Americas"
"468",2014-06-01,447,-4.444,468,406,142912.8,786,181.82,"Derived",2013,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2658v2 10C 2.400GHz, 10G Ethernet","",10480,"Electrionic Industry","Hewlett-Packard","United States","Industry",0,201216,0,0,"Cluster","Intel Xeon E5-2658v2 10C 2.4GHz","Intel IvyBridge",2400,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",348,42,348,"","Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2658v2 10C 2.400GHz, 10G Ethernet","Electrionic Industry","Hewlett-Packard","United States",2013,"Industry",10480,0,142913,201216,0,0,NA,NA,"Cluster","Intel Xeon E5-2658v2 10C 2.4GHz","Intel IvyBridge",2400,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"469",2014-06-01,448,-4.444,469,405,142704.3,784.8,181.84,"Derived",2014,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2695v2 12C 2.4GHz, 10G Ethernet","",10464,"IT Services Provider","Hewlett-Packard","United States","Industry",0,200908.8,0,0,"Cluster","Intel Xeon E5-2695v2 12C 2.4GHz","Intel IvyBridge",2400,"Linux","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",NA,43,469,"","Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2695v2 12C 2.4GHz, 10G Ethernet","IT Services Provider ","Hewlett-Packard","United States",2014,"Industry",10464,0,142704,200909,0,0,NA,NA,"Cluster","Intel Xeon E5-2695v2 12C 2.4GHz","Intel IvyBridge",2400,"Linux","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"292",2014-06-01,449,-4.446,292,429,182746,1296,141.01,"Derived",2013,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","",17280,"Computacenter (UK) LTD","Hewlett-Packard","United Kingdom","Industry",0,359424,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","Northern Europe","Europe",235,41,185,"","Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Computacenter (UK) LTD","Hewlett-Packard","United Kingdom",2013,"Industry",17280,0,182746,359424,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","Northern Europe","Europe"
"380",2014-06-01,450,-4.449,380,417,160882.8,1014.3,158.61,"Derived",2012,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, Gigabit Ethernet","",18032,"IT Services Provider","Hewlett-Packard","Russia","Industry",0,317363,0,0,"Cluster","Xeon E5-2660 8C 2.2GHz","Intel SandyBridge",2200,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","Eastern Europe","Europe",277,40,155,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, Gigabit Ethernet","IT Services Provider ","Hewlett-Packard","Russia",2012,"Industry",18032,0,160883,317363,0,0,NA,NA,"Cluster","Xeon E5-2660 8C 2.2GHz","Intel SandyBridge",2200,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","Eastern Europe","Europe"
"432",2014-06-01,451,-4.451,432,415,152200,912.8,166.74,"Derived",2010,"PowerEdge C6100 Cluster, Xeon X5660 2.8 Ghz, Infiniband","MRI",15648,"University of Colorado","Dell","United States","Academic",0,175257.6,1757600,0,"Cluster","Xeon X5660 6C 2.8GHz","Intel Nehalem",2800,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","PowerEdge C6100 Cluster","Dell PowerEdge Cluster","Infiniband","Infiniband QDR","North America","Americas",307,35,31,"MRI","PowerEdge C6100 Cluster, Xeon X5660 2.8 Ghz, Infiniband","University of Colorado","Dell","United States",2010,"Academic",15648,0,152200,175258,1757600,0,NA,NA,"Cluster","Xeon X5660 6C 2.8GHz","Intel Nehalem",2800,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","PowerEdge C6100 Cluster","Dell PowerEdge Cluster","Infiniband","Infiniband QDR","North America","Americas"
"242",2014-06-01,452,-4.452,242,455,207271.6,1697.4,122.11,"Derived",2013,"Cluster Platform DL380p Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet","",22632,"Service Provider","Hewlett-Packard","China","Industry",0,416429,0,0,"Cluster","Xeon E5-2630 6C 2.3GHz","Intel SandyBridge",2300,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL380p Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",197,42,197,"","Cluster Platform DL380p Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet","Service Provider","Hewlett-Packard","China",2013,"Industry",22632,0,207272,416429,0,0,NA,NA,"Cluster","Xeon E5-2630 6C 2.3GHz","Intel SandyBridge",2300,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL380p Gen8 ","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"307",2014-06-01,453,-4.456,307,427,176420,1248,141.36,"Derived",2013,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","",16640,"IT Services Provider","Hewlett-Packard","United States","Industry",0,346112,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",245,41,195,"","Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","IT Services Provider ","Hewlett-Packard","United States",2013,"Industry",16640,0,176420,346112,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"308",2014-06-01,454,-4.456,308,428,176420,1248,141.36,"Derived",2013,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","",16640,"IT Services Provider","Hewlett-Packard","United States","Industry",0,346112,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",246,41,194,"","Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","IT Services Provider ","Hewlett-Packard","United States",2013,"Industry",16640,0,176420,346112,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"262",2014-06-01,455,-4.457,262,442,193123,1499.4,128.8,"Derived",2014,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.5GHz, Gigabit Ethernet","",19992,"Service Provider","Hewlett-Packard","China","Industry",0,399840,0,0,"Cluster","Xeon E5-2640 6C 2.5GHz","Intel SandyBridge",2500,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",NA,43,262,"","Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.5GHz, Gigabit Ethernet","Service Provider","Hewlett-Packard","China",2014,"Industry",19992,0,193123,399840,0,0,NA,NA,"Cluster","Xeon E5-2640 6C 2.5GHz","Intel SandyBridge",2500,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"221",2014-06-01,456,-4.461,221,464,224670,2054.4,109.36,"Derived",2013,"Cluster Platform DL380e Gen8, Xeon E5-2450 8C 2.100GHz, Gigabit Ethernet","",27392,"Service Provider","Hewlett-Packard","China","Industry",0,460186,0,0,"Cluster","Xeon E5-2450 8C 2.1GHz","Intel SandyBridge",2100,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL380e Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",182,41,140,"","Cluster Platform DL380e Gen8, Xeon E5-2450 8C 2.100GHz, Gigabit Ethernet","Service Provider","Hewlett-Packard","China",2013,"Industry",27392,0,224670,460186,0,0,NA,NA,"Cluster","Xeon E5-2450 8C 2.1GHz","Intel SandyBridge",2100,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL380e Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"128",2014-06-01,457,-4.462,128,489,325138,4323.6,75.2,"Derived",2013,"Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet","",57648,"Software Company (M)","Hewlett-Packard","United States","Industry",0,830131,0,0,"Cluster","Xeon E5-2450L 8C 1.8GHz","Intel SandyBridge",1800,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360e Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",103,42,103,"","Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet","Software Company (M)","Hewlett-Packard","United States",2013,"Industry",57648,0,325138,830131,0,0,NA,NA,"Cluster","Xeon E5-2450L 8C 1.8GHz","Intel SandyBridge",1800,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360e Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
