"","date","ExaRank","exascalar","green500rank","top500rank","rmax","power","mflopswatt","computer"
"1",2010-11-01,1,-5.429,498,225,42130,1689.6,24.93,"Novascale 3045, Itanium2 1.6 GHz, Infiniband"
"2",2010-11-01,2,-5.406,499,141,53000,2481.6,21.36,"PowerEdge 1850, 3.6 GHz, Infiniband"
"3",2010-11-01,3,-5.397,497,328,36620,1152,31.79,"Appro Xtreme Server - Quad Opteron Dual Core 2.4GHz Infiniband"
"4",2010-11-01,4,-5.369,489,396,33943.2,901.2,37.66,"Cluster Platform 3000 SL160z, Xeon X5550 2.66 GHz, GigE"
"5",2010-11-01,5,-5.362,490,375,34693.8,921.6,37.65,"Cluster Platform 3000 SL2x170z, Xeon X5550 2.66 GHz, GigE"
"6",2010-11-01,6,-5.362,490,376,34693.8,921.6,37.65,"Cluster Platform 3000 SL160z, Xeon X5550 2.66 GHz, GigE"
"7",2010-11-01,7,-5.362,490,377,34670,921.6,37.65,"Cluster Platform 3000 SL160z, Xeon X5550 2.66 GHz, GigE"
"8",2010-11-01,8,-5.361,486,491,31226.5,744.8,41.93,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet"
"9",2010-11-01,9,-5.352,493,343,35928.3,955.2,37.61,"Cluster Platform 3000 SL160z, Xeon X5550 2.66 GHz, GigE"
"10",2010-11-01,10,-5.344,482,440,32130.6,744.8,43.14,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet"
"11",2010-11-01,11,-5.339,494,303,37512.4,998.4,37.57,"Cluster Platform 3000 SL160z, Xeon X5550 2.66 GHz, GigE"
"12",2010-11-01,12,-5.339,494,304,37512.4,998.4,37.57,"Cluster Platform 3000 SL160z, Xeon X5550 2.66 GHz, GigE"
"13",2010-11-01,13,-5.328,487,296,38292.4,1003.52,38.16,"Cluster Platform 3000 BL2x220, E54xx 3.0 Ghz, Infiniband"
